,classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
25615,484769982,not-logged-in-9765032430a6a31a0119,,9765032430a6a31a0119,22489,workflow1,57.56,2023-04-23 19:44:15 UTC,,,"{""source"":""api"",""session"":""167903a57cebf9626bd8da08d9ad5363dd647c778e5f189dda1879dc1a1db2f2"",""viewport"":{""width"":1280,""height"":569},""started_at"":""2023-04-23T19:43:28.558Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2023-04-23T19:44:15.797Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972}],""subject_selection_state"":{""retired"":false,""selected_at"":""2023-04-23T19:40:11.729Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""58845""}","[{""task"":""T2"",""task_label"":""Do you see an insect? Play through the flipbook a few times just to be sure!"",""value"":""No""}]","{""87663482"":{""retired"":{""id"":115045203,""workflow_id"":22489,""classifications_count"":30,""created_at"":""2023-04-17T15:44:18.947Z"",""updated_at"":""2023-10-17T17:54:44.493Z"",""retired_at"":""2023-10-17T17:54:44.482Z"",""subject_id"":87663482,""retirement_reason"":""classification_count""},"""":""42"",""#notes"":"""",""#mag_euc"":""0.2505441241800487"",""#mag_iqr"":""0.0067684594118595"",""#mag_med"":""0.0124638131905837"",""#mag_std"":""0.0220724295278229"",""#insect_id"":"""",""subject_id"":""180"",""#video_name"":"""",""#extra_frame"":"""",""focal_frame_0"":""PICT10_1ED7_2022-07-21_10-59_001.h264_frame1923.jpg"",""focal_frame_1"":""PICT10_1ED7_2022-07-21_10-59_001.h264_frame1924.jpg"",""focal_frame_2"":""PICT10_1ED7_2022-07-21_10-59_001.h264_frame1925.jpg"",""#extra_frame_2"":"""",""focal_frame_-1"":""PICT10_1ED7_2022-07-21_10-59_001.h264_frame1922.jpg"",""focal_frame_-2"":""PICT10_1ED7_2022-07-21_10-59_001.h264_frame1921.jpg"",""#insect_behavior"":"""",""#frame_number_end"":"""",""#example_frame_name"":"""",""#frame_number_start"":""""}}",87663482
25616,484770051,not-logged-in-9765032430a6a31a0119,,9765032430a6a31a0119,22489,workflow1,57.56,2023-04-23 19:44:38 UTC,,,"{""source"":""api"",""session"":""167903a57cebf9626bd8da08d9ad5363dd647c778e5f189dda1879dc1a1db2f2"",""viewport"":{""width"":1280,""height"":569},""started_at"":""2023-04-23T19:44:15.828Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2023-04-23T19:44:38.300Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972}],""subject_selection_state"":{""retired"":false,""selected_at"":""2023-04-23T19:40:11.729Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""58845""}","[{""task"":""T2"",""task_label"":""Do you see an insect? Play through the flipbook a few times just to be sure!"",""value"":""No""}]","{""87665624"":{""retired"":{""id"":115045221,""workflow_id"":22489,""classifications_count"":30,""created_at"":""2023-04-17T15:45:03.245Z"",""updated_at"":""2023-10-02T12:16:11.268Z"",""retired_at"":""2023-10-02T12:16:11.259Z"",""subject_id"":87665624,""retirement_reason"":""classification_count""},"""":""82"",""#notes"":"""",""#mag_euc"":""0.2520725425881164"",""#mag_iqr"":""0.0077590028814411"",""#mag_med"":""0.0148677101936257"",""#mag_std"":""0.0380015898931286"",""#insect_id"":"""",""subject_id"":""205"",""#video_name"":"""",""#extra_frame"":"""",""focal_frame_0"":""PICT4_D6A8_2022-07-13_06-00_009.h264_frame6282.jpg"",""focal_frame_1"":""PICT4_D6A8_2022-07-13_06-00_009.h264_frame6283.jpg"",""focal_frame_2"":""PICT4_D6A8_2022-07-13_06-00_009.h264_frame6284.jpg"",""#extra_frame_2"":"""",""focal_frame_-1"":""PICT4_D6A8_2022-07-13_06-00_009.h264_frame6281.jpg"",""focal_frame_-2"":""PICT4_D6A8_2022-07-13_06-00_009.h264_frame6280.jpg"",""#insect_behavior"":"""",""#frame_number_end"":"""",""#example_frame_name"":"""",""#frame_number_start"":""""}}",87665624
25617,484770130,not-logged-in-9765032430a6a31a0119,,9765032430a6a31a0119,22489,workflow1,57.56,2023-04-23 19:45:05 UTC,,,"{""source"":""api"",""session"":""167903a57cebf9626bd8da08d9ad5363dd647c778e5f189dda1879dc1a1db2f2"",""viewport"":{""width"":1280,""height"":569},""started_at"":""2023-04-23T19:44:38.340Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2023-04-23T19:45:05.453Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972}],""subject_selection_state"":{""retired"":false,""selected_at"":""2023-04-23T19:40:11.729Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""58845""}","[{""task"":""T2"",""task_label"":""Do you see an insect? Play through the flipbook a few times just to be sure!"",""value"":""No""}]","{""87667258"":{""retired"":{""id"":115071574,""workflow_id"":22489,""classifications_count"":30,""created_at"":""2023-04-17T18:41:27.231Z"",""updated_at"":""2023-11-01T11:13:31.505Z"",""retired_at"":""2023-11-01T11:13:31.498Z"",""subject_id"":87667258,""retirement_reason"":""classification_count""},"""":""41"",""#notes"":"""",""#mag_euc"":""0.2505353572125199"",""#mag_iqr"":""0.0291131309202919"",""#mag_med"":""0.0177985039186501"",""#mag_std"":""0.0229049833744703"",""#insect_id"":"""",""subject_id"":""106"",""#video_name"":"""",""#extra_frame"":"""",""focal_frame_0"":""PICT8_932E_2022-06-17_10-08_004.h264_frame3757.jpg"",""focal_frame_1"":""PICT8_932E_2022-06-17_10-08_004.h264_frame3758.jpg"",""focal_frame_2"":""PICT8_932E_2022-06-17_10-08_004.h264_frame3759.jpg"",""#extra_frame_2"":"""",""focal_frame_-1"":""PICT8_932E_2022-06-17_10-08_004.h264_frame3756.jpg"",""focal_frame_-2"":""PICT8_932E_2022-06-17_10-08_004.h264_frame3755.jpg"",""#insect_behavior"":"""",""#frame_number_end"":"""",""#example_frame_name"":"""",""#frame_number_start"":""""}}",87667258
25618,484770205,not-logged-in-9765032430a6a31a0119,,9765032430a6a31a0119,22489,workflow1,57.56,2023-04-23 19:45:24 UTC,,,"{""source"":""api"",""session"":""167903a57cebf9626bd8da08d9ad5363dd647c778e5f189dda1879dc1a1db2f2"",""viewport"":{""width"":1280,""height"":569},""started_at"":""2023-04-23T19:45:05.477Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2023-04-23T19:45:24.361Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":683,""clientHeight"":512,""naturalWidth"":1296,""naturalHeight"":972}],""subject_selection_state"":{""retired"":false,""selected_at"":""2023-04-23T19:40:11.729Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""58845""}","[{""task"":""T2"",""task_label"":""Do you see an insect? Play through the flipbook a few times just to be sure!"",""value"":""No""}]","{""87667485"":{""retired"":{""id"":115077980,""workflow_id"":22489,""classifications_count"":30,""created_at"":""2023-04-17T19:58:27.200Z"",""updated_at"":""2023-10-18T15:13:46.621Z"",""retired_at"":""2023-10-18T15:13:46.592Z"",""subject_id"":87667485,""retirement_reason"":""classification_count""},"""":""56"",""#notes"":"""",""#mag_euc"":""0.2503903363286995"",""#mag_iqr"":""0.0076460790646483"",""#mag_med"":""0.0082168895429058"",""#mag_std"":""0.0161119353987332"",""#insect_id"":"""",""subject_id"":""149"",""#video_name"":"""",""#extra_frame"":"""",""focal_frame_0"":""PICT9_4830_2022-06-17_15-19_001.h264_frame17824.jpg"",""focal_frame_1"":""PICT9_4830_2022-06-17_15-19_001.h264_frame17825.jpg"",""focal_frame_2"":""PICT9_4830_2022-06-17_15-19_001.h264_frame17826.jpg"",""#extra_frame_2"":"""",""focal_frame_-1"":""PICT9_4830_2022-06-17_15-19_001.h264_frame17823.jpg"",""focal_frame_-2"":""PICT9_4830_2022-06-17_15-19_001.h264_frame17822.jpg"",""#insect_behavior"":"""",""#frame_number_end"":"""",""#example_frame_name"":"""",""#frame_number_start"":""""}}",87667485
25940,484805346,not-logged-in-943ba87d38f8481ffb73,,943ba87d38f8481ffb73,22489,workflow1,57.56,2023-04-23 22:34:22 UTC,,,"{""source"":""api"",""session"":""5ac75d2ad77c4e1a92336fa6b0227174bc7e372728a31da7f448c73ddda11a2e"",""viewport"":{""width"":1920,""height"":1127},""started_at"":""2023-04-23T22:32:06.334Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2023-04-23T22:34:22.341Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972}],""subject_selection_state"":{""retired"":false,""selected_at"":""2023-04-23T22:32:06.137Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""58845""}","[{""task"":""T2"",""task_label"":""Do you see an insect? Play through the flipbook a few times just to be sure!"",""value"":""No""}]","{""87666419"":{""retired"":{""id"":115047708,""workflow_id"":22489,""classifications_count"":30,""created_at"":""2023-04-17T16:56:59.748Z"",""updated_at"":""2023-10-14T22:28:46.190Z"",""retired_at"":""2023-10-14T22:28:46.180Z"",""subject_id"":87666419,""retirement_reason"":""classification_count""},"""":""35"",""#notes"":"""",""#mag_euc"":""0.25108663338007"",""#mag_iqr"":""0.0294213951570097"",""#mag_med"":""0.0213834639729764"",""#mag_std"":""0.0324711649444322"",""#insect_id"":"""",""subject_id"":""69"",""#video_name"":"""",""#extra_frame"":"""",""focal_frame_0"":""PICT6_927B_2022-07-08_06-00_010.h264_frame2104.jpg"",""focal_frame_1"":""PICT6_927B_2022-07-08_06-00_010.h264_frame2105.jpg"",""focal_frame_2"":""PICT6_927B_2022-07-08_06-00_010.h264_frame2106.jpg"",""#extra_frame_2"":"""",""focal_frame_-1"":""PICT6_927B_2022-07-08_06-00_010.h264_frame2103.jpg"",""focal_frame_-2"":""PICT6_927B_2022-07-08_06-00_010.h264_frame2102.jpg"",""#insect_behavior"":"""",""#frame_number_end"":"""",""#example_frame_name"":"""",""#frame_number_start"":""""}}",87666419
25942,484805478,not-logged-in-6ae00ad868efad01df9e,,6ae00ad868efad01df9e,22489,workflow1,57.56,2023-04-23 22:35:00 UTC,,,"{""source"":""api"",""session"":""5ac75d2ad77c4e1a92336fa6b0227174bc7e372728a31da7f448c73ddda11a2e"",""viewport"":{""width"":1920,""height"":1127},""started_at"":""2023-04-23T22:34:22.371Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2023-04-23T22:35:00.529Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972}],""subject_selection_state"":{""retired"":false,""selected_at"":""2023-04-23T22:32:06.137Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""58845""}","[{""task"":""T2"",""task_label"":""Do you see an insect? Play through the flipbook a few times just to be sure!"",""value"":""No""}]","{""87665112"":{""retired"":{""id"":115046265,""workflow_id"":22489,""classifications_count"":30,""created_at"":""2023-04-17T16:14:59.480Z"",""updated_at"":""2023-09-22T11:05:56.597Z"",""retired_at"":""2023-09-22T11:05:56.581Z"",""subject_id"":87665112,""retirement_reason"":""classification_count""},"""":""39"",""#notes"":"""",""#mag_euc"":""0.2502708751788934"",""#mag_iqr"":""0.0017533751391964"",""#mag_med"":""0.0043718779791731"",""#mag_std"":""0.0151933221589832"",""#insect_id"":"""",""subject_id"":""104"",""#video_name"":"""",""#extra_frame"":"""",""focal_frame_0"":""PICT3_7F89_2022-07-06_06-00_007.h264_frame17299.jpg"",""focal_frame_1"":""PICT3_7F89_2022-07-06_06-00_007.h264_frame17300.jpg"",""focal_frame_2"":""PICT3_7F89_2022-07-06_06-00_007.h264_frame17301.jpg"",""#extra_frame_2"":"""",""focal_frame_-1"":""PICT3_7F89_2022-07-06_06-00_007.h264_frame17298.jpg"",""focal_frame_-2"":""PICT3_7F89_2022-07-06_06-00_007.h264_frame17297.jpg"",""#insect_behavior"":"""",""#frame_number_end"":"""",""#example_frame_name"":"""",""#frame_number_start"":""""}}",87665112
25944,484805568,not-logged-in-6ae00ad868efad01df9e,,6ae00ad868efad01df9e,22489,workflow1,57.56,2023-04-23 22:35:27 UTC,,,"{""source"":""api"",""session"":""5ac75d2ad77c4e1a92336fa6b0227174bc7e372728a31da7f448c73ddda11a2e"",""viewport"":{""width"":1920,""height"":1127},""started_at"":""2023-04-23T22:35:00.563Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2023-04-23T22:35:27.655Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972}],""subject_selection_state"":{""retired"":false,""selected_at"":""2023-04-23T22:32:06.137Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""58845""}","[{""task"":""T2"",""task_label"":""Do you see an insect? Play through the flipbook a few times just to be sure!"",""value"":""No""}]","{""87695525"":{""retired"":{""id"":115077082,""workflow_id"":22489,""classifications_count"":32,""created_at"":""2023-04-17T19:43:58.331Z"",""updated_at"":""2023-09-20T09:02:46.778Z"",""retired_at"":""2023-09-20T09:02:46.769Z"",""subject_id"":87695525,""retirement_reason"":""classification_count""},"""":""177"",""#notes"":"""",""#mag_euc"":""0.2516357761162535"",""#mag_iqr"":""0.0093369763650337"",""#mag_med"":""0.0152406913903166"",""#mag_std"":""0.0346771746237604"",""#insect_id"":"""",""subject_id"":""458"",""#video_name"":"""",""#extra_frame"":"""",""focal_frame_0"":""PICT10_32AD_2022-07-08_06-00_014.h264_frame10299.jpg"",""focal_frame_1"":""PICT10_32AD_2022-07-08_06-00_014.h264_frame10300.jpg"",""focal_frame_2"":""PICT10_32AD_2022-07-08_06-00_014.h264_frame10301.jpg"",""#extra_frame_2"":"""",""focal_frame_-1"":""PICT10_32AD_2022-07-08_06-00_014.h264_frame10298.jpg"",""focal_frame_-2"":""PICT10_32AD_2022-07-08_06-00_014.h264_frame10297.jpg"",""#insect_behavior"":"""",""#frame_number_end"":"""",""#example_frame_name"":"""",""#frame_number_start"":""""}}",87695525
25947,484805892,not-logged-in-95c0fa79bb87ce4d4f5c,,95c0fa79bb87ce4d4f5c,22489,workflow1,57.56,2023-04-23 22:36:57 UTC,,,"{""source"":""api"",""session"":""5ac75d2ad77c4e1a92336fa6b0227174bc7e372728a31da7f448c73ddda11a2e"",""viewport"":{""width"":1920,""height"":1127},""started_at"":""2023-04-23T22:35:27.688Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2023-04-23T22:36:57.181Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972}],""subject_selection_state"":{""retired"":false,""selected_at"":""2023-04-23T22:32:06.137Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""58845""}","[{""task"":""T2"",""task_label"":""Do you see an insect? Play through the flipbook a few times just to be sure!"",""value"":""No""}]","{""87250878"":{""retired"":{""id"":115071911,""workflow_id"":22489,""classifications_count"":30,""created_at"":""2023-04-17T18:45:26.760Z"",""updated_at"":""2023-08-30T15:58:04.367Z"",""retired_at"":""2023-08-30T15:58:04.356Z"",""subject_id"":87250878,""retirement_reason"":""classification_count""},"""":""32"",""#notes"":"""",""#mag_euc"":""0.2545818013513505"",""#mag_iqr"":""0.0232776022218417"",""#mag_med"":""0.0362084646883543"",""#mag_std"":""0.0658284127005506"",""#insect_id"":"""",""subject_id"":""78"",""#video_name"":"""",""#extra_frame"":"""",""focal_frame_0"":""PICT2_86A5_2022-07-13_11-22_001.h264_frame4178.jpg"",""focal_frame_1"":""PICT2_86A5_2022-07-13_11-22_001.h264_frame4179.jpg"",""focal_frame_2"":""PICT2_86A5_2022-07-13_11-22_001.h264_frame4180.jpg"",""#extra_frame_2"":"""",""focal_frame_-1"":""PICT2_86A5_2022-07-13_11-22_001.h264_frame4177.jpg"",""focal_frame_-2"":""PICT2_86A5_2022-07-13_11-22_001.h264_frame4176.jpg"",""#insect_behavior"":"""",""#frame_number_end"":"""",""#example_frame_name"":"""",""#frame_number_start"":""""}}",87250878
25950,484806019,not-logged-in-b1f340f3a63e0c2b7dfc,,b1f340f3a63e0c2b7dfc,22489,workflow1,57.56,2023-04-23 22:37:36 UTC,,,"{""source"":""api"",""session"":""5ac75d2ad77c4e1a92336fa6b0227174bc7e372728a31da7f448c73ddda11a2e"",""viewport"":{""width"":1920,""height"":1127},""started_at"":""2023-04-23T22:36:57.204Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2023-04-23T22:37:36.399Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972}],""subject_selection_state"":{""retired"":false,""selected_at"":""2023-04-23T22:32:06.137Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""58845""}","[{""task"":""T2"",""task_label"":""Do you see an insect? Play through the flipbook a few times just to be sure!"",""value"":""No""}]","{""87666246"":{""retired"":{""id"":115078878,""workflow_id"":22489,""classifications_count"":30,""created_at"":""2023-04-17T20:17:02.009Z"",""updated_at"":""2023-11-04T17:22:38.492Z"",""retired_at"":""2023-11-04T17:22:38.484Z"",""subject_id"":87666246,""retirement_reason"":""classification_count""},"""":""68"",""#notes"":"""",""#mag_euc"":""0.2521340981331854"",""#mag_iqr"":""0.0238227568927779"",""#mag_med"":""0.0255824998348146"",""#mag_std"":""0.045985873674934"",""#insect_id"":"""",""subject_id"":""280"",""#video_name"":"""",""#extra_frame"":"""",""focal_frame_0"":""PICT6_927B_2022-07-08_06-00_009.h264_frame6493.jpg"",""focal_frame_1"":""PICT6_927B_2022-07-08_06-00_009.h264_frame6494.jpg"",""focal_frame_2"":""PICT6_927B_2022-07-08_06-00_009.h264_frame6495.jpg"",""#extra_frame_2"":"""",""focal_frame_-1"":""PICT6_927B_2022-07-08_06-00_009.h264_frame6492.jpg"",""focal_frame_-2"":""PICT6_927B_2022-07-08_06-00_009.h264_frame6491.jpg"",""#insect_behavior"":"""",""#frame_number_end"":"""",""#example_frame_name"":"""",""#frame_number_start"":""""}}",87666246
25952,484806221,not-logged-in-dfef2c8c04f00f018a4f,,dfef2c8c04f00f018a4f,22489,workflow1,57.56,2023-04-23 22:38:44 UTC,,,"{""source"":""api"",""session"":""5ac75d2ad77c4e1a92336fa6b0227174bc7e372728a31da7f448c73ddda11a2e"",""viewport"":{""width"":1920,""height"":1127},""started_at"":""2023-04-23T22:37:36.463Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2023-04-23T22:38:43.841Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972},{""clientWidth"":1296,""clientHeight"":972,""naturalWidth"":1296,""naturalHeight"":972}],""subject_selection_state"":{""retired"":false,""selected_at"":""2023-04-23T22:32:06.137Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""58845""}","[{""task"":""T2"",""task_label"":""Do you see an insect? Play through the flipbook a few times just to be sure!"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them. If possible mark the insect in every frame that you find it in."",""value"":[{""x"":378.8922119140625,""y"":421.7596740722656,""tool"":0,""frame"":0,""width"":94.7027587890625,""height"":65.4310302734375,""details"":[],""tool_label"":""rectangle""}]},{""task"":""T1"",""value"":[{""choice"":""OTHERORNONPOLLINATOR"",""answers"":{},""filters"":{}}]}]","{""87695173"":{""retired"":{""id"":115044125,""workflow_id"":22489,""classifications_count"":30,""created_at"":""2023-04-17T15:11:25.818Z"",""updated_at"":""2023-10-21T17:04:31.872Z"",""retired_at"":""2023-10-21T17:04:31.861Z"",""subject_id"":87695173,""retirement_reason"":""classification_count""},"""":""79"",""#notes"":"""",""#mag_euc"":""0.2501957190229383"",""#mag_iqr"":""0.0138434292910972"",""#mag_med"":""0.009322734788949"",""#mag_std"":""0.0134103929659545"",""#insect_id"":"""",""subject_id"":""146"",""#video_name"":"""",""#extra_frame"":"""",""focal_frame_0"":""PICT5_5C15_2022-06-20_10-11_002.h264_frame6251.jpg"",""focal_frame_1"":""PICT5_5C15_2022-06-20_10-11_002.h264_frame6252.jpg"",""focal_frame_2"":""PICT5_5C15_2022-06-20_10-11_002.h264_frame6253.jpg"",""#extra_frame_2"":"""",""focal_frame_-1"":""PICT5_5C15_2022-06-20_10-11_002.h264_frame6250.jpg"",""focal_frame_-2"":""PICT5_5C15_2022-06-20_10-11_002.h264_frame6249.jpg"",""#insect_behavior"":"""",""#frame_number_end"":"""",""#example_frame_name"":"""",""#frame_number_start"":""""}}",87695173
