workflow_id,display_name,version,active,classifications_count,pairwise,grouped,prioritized,primary_language,first_task,tutorial_subject_id,retired_set_member_subjects_count,tasks,retirement,aggregation,strings,minor_version
22489,workflow1,11,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",11
22489,workflow1,12,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""IMG_20220617_161338__01.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/ba73bb6f-d5fc-4aa7-bcad-5e002f392e15.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",12
22489,workflow1,13,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""IMG_20220621_100335.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/c07faa2f-7c0b-4750-89a5-065f6e855e89.jpeg"",""IMG_20220617_161338__01.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/ba73bb6f-d5fc-4aa7-bcad-5e002f392e15.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",13
22489,workflow1,14,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""IMG_20220617_121202.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/f4fafdca-2930-42ae-a5dd-64c80c0cda49.jpeg"",""IMG_20220621_100335.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/c07faa2f-7c0b-4750-89a5-065f6e855e89.jpeg"",""IMG_20220617_161338__01.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/ba73bb6f-d5fc-4aa7-bcad-5e002f392e15.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",14
22489,workflow1,15,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""IMG_20220617_121202.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/f4fafdca-2930-42ae-a5dd-64c80c0cda49.jpeg"",""IMG_20220621_100335.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/c07faa2f-7c0b-4750-89a5-065f6e855e89.jpeg"",""IMG_20220617_161338__01.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/ba73bb6f-d5fc-4aa7-bcad-5e002f392e15.jpeg"",""med-Thick-legged Flower Beetle (Ischnomera cyanea) Church Walk Sapcote SP 4892 9320 (taken 5.5.2009).JPG"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/3fab08ea-976b-4cef-88de-697cf3762ef4.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",15
22489,workflow1,16,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""IMG_20220617_121202.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/f4fafdca-2930-42ae-a5dd-64c80c0cda49.jpeg"",""IMG_20220621_100335.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/c07faa2f-7c0b-4750-89a5-065f6e855e89.jpeg"",""IMG_20220617_161338__01.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/ba73bb6f-d5fc-4aa7-bcad-5e002f392e15.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",16
22489,workflow1,17,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""IMG_20220621_100335.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/c07faa2f-7c0b-4750-89a5-065f6e855e89.jpeg"",""IMG_20220617_161338__01.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/ba73bb6f-d5fc-4aa7-bcad-5e002f392e15.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",17
22489,workflow1,18,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""IMG_20220617_161338__01.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/ba73bb6f-d5fc-4aa7-bcad-5e002f392e15.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",18
22489,workflow1,19,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",19
22489,workflow1,20,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""IMG_20220617_161338__01.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/fef43c4e-de6b-40bb-8d1b-bb666d381ade.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",20
22489,workflow1,21,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""IMG_20220617_161338__01.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/fef43c4e-de6b-40bb-8d1b-bb666d381ade.jpeg"",""MK1K4KAKSKF0PQD0AQZSUQY0GKY08KLSWQJ01QCKVQF0BQHS6QO01QZSIKDKGKTKGKRSBQJ09QBKHK6KLKC0SKWK.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/c4980cad-ef53-4f24-8500-fe5100fa5bcd.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",21
22489,workflow1,22,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""IMG_20220617_161338__01.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/fef43c4e-de6b-40bb-8d1b-bb666d381ade.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",22
22489,workflow1,23,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",23
22489,workflow1,24,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""Bumblebee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/aafde94a-1fda-4df8-9e10-c2402eb24192.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",24
22489,workflow1,25,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""Bumblebee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/aafde94a-1fda-4df8-9e10-c2402eb24192.jpeg"",""small_bee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/717a277a-47cb-4d59-bfee-919b2d15365d.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",25
22489,workflow1,26,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""Bumblebee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/aafde94a-1fda-4df8-9e10-c2402eb24192.jpeg"",""large_bee_image.JPG"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/02d80dc9-797e-4bc5-9fbf-f44f94c5016b.jpeg"",""small_bee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/717a277a-47cb-4d59-bfee-919b2d15365d.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",26
22489,workflow1,27,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""wasp_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/87be31c8-7c54-4d89-9dd7-4692c72252e2.jpeg"",""Bumblebee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/aafde94a-1fda-4df8-9e10-c2402eb24192.jpeg"",""large_bee_image.JPG"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/02d80dc9-797e-4bc5-9fbf-f44f94c5016b.jpeg"",""small_bee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/717a277a-47cb-4d59-bfee-919b2d15365d.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",27
22489,workflow1,28,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""ant_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/5951b982-21c9-44ba-bc49-7bc9db7b209d.jpeg"",""wasp_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/87be31c8-7c54-4d89-9dd7-4692c72252e2.jpeg"",""Bumblebee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/aafde94a-1fda-4df8-9e10-c2402eb24192.jpeg"",""large_bee_image.JPG"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/02d80dc9-797e-4bc5-9fbf-f44f94c5016b.jpeg"",""small_bee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/717a277a-47cb-4d59-bfee-919b2d15365d.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",28
22489,workflow1,29,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""ant_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/5951b982-21c9-44ba-bc49-7bc9db7b209d.jpeg"",""wasp_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/87be31c8-7c54-4d89-9dd7-4692c72252e2.jpeg"",""Bumblebee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/aafde94a-1fda-4df8-9e10-c2402eb24192.jpeg"",""large_bee_image.JPG"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/02d80dc9-797e-4bc5-9fbf-f44f94c5016b.jpeg"",""small_bee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/717a277a-47cb-4d59-bfee-919b2d15365d.jpeg"",""small_hoverfly_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/adfac32a-1b5e-42b2-8e18-7db46cd67473.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",29
22489,workflow1,30,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""ant_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/5951b982-21c9-44ba-bc49-7bc9db7b209d.jpeg"",""wasp_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/87be31c8-7c54-4d89-9dd7-4692c72252e2.jpeg"",""Bumblebee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/aafde94a-1fda-4df8-9e10-c2402eb24192.jpeg"",""large_bee_image.JPG"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/02d80dc9-797e-4bc5-9fbf-f44f94c5016b.jpeg"",""small_bee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/717a277a-47cb-4d59-bfee-919b2d15365d.jpeg"",""large_hoverfly_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/8d48f866-0dd9-45f8-bbdd-2d9fc312c977.jpeg"",""small_hoverfly_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/adfac32a-1b5e-42b2-8e18-7db46cd67473.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",30
22489,workflow1,31,true,156350,false,false,false,en,T0,,5200,"{""T0"":{""help"":""T0.help"",""type"":""drawing"",""tools"":[{""type"":""rectangle"",""color"":""#ffff00"",""label"":""T0.tools.0.label"",""details"":[]}],""instruction"":""T0.instruction""},""T1"":{""type"":""survey"",""images"":{""ant_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/5951b982-21c9-44ba-bc49-7bc9db7b209d.jpeg"",""wasp_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/87be31c8-7c54-4d89-9dd7-4692c72252e2.jpeg"",""Bumblebee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/aafde94a-1fda-4df8-9e10-c2402eb24192.jpeg"",""crane_fly_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/b1fa400c-51b7-4597-8235-5c991c495216.jpeg"",""large_bee_image.JPG"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/02d80dc9-797e-4bc5-9fbf-f44f94c5016b.jpeg"",""small_bee_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/717a277a-47cb-4d59-bfee-919b2d15365d.jpeg"",""large_hoverfly_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/8d48f866-0dd9-45f8-bbdd-2d9fc312c977.jpeg"",""small_hoverfly_image.jpg"":""https://panoptes-uploads.zooniverse.org/workflow_attached_image/adfac32a-1b5e-42b2-8e18-7db46cd67473.jpeg""},""choices"":{},""required"":true,""questions"":{},""choicesOrder"":[],""questionsOrder"":[],""characteristics"":{},""characteristicsOrder"":[]}}","{""options"":{""count"":30},""criteria"":""classification_count""}",{},"{""T0.help"":"""",""T0.instruction"":""Draw a rectangle around the found insect. Please include the whole insect (also wings and legs) if you see them."",""T0.tools.0.label"":""rectangle""}",31
